Bridge Number,Bridge Name,Bridge Type,Bridge Span(Mtrs),Trail Type,District,Major RM/UM,Ward No,River Name,RM/UM Left,RM/UM Right,Latitude,Longitude,Coordinate Source,National Agency,Foreign Agency,Bridge Status,Action Taken,Mela Condition,Observerd by,Observers Name,Completion FY,Bridge Warden Name and address,Bridge Warden Contact No,Comment or Recommendation,Entered By,Entered Date,Updated By,Updated Date
48 5 055 18 06 03,Khajuriya Parsahawa,N,88.60,Local,Rupandehi,Gonaha,3,Tinau Khola,Gonaha-3,Gonaha-3,27.500125520347,83.381052017648,GPS,DDC/VDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,,
55 5 025 18 06 04,Batule,D,115,Main,Pyuthan,Sari,6,Madi Khola,Sari-6,Bhingri-9,28.173720776841,82.696731090546,GPS,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2000/2001,Basanti Khadka,,9847958013,,,Narayan Prasad Dangi,13/09/2017
55 5 024 18 06 02,Juda Pata,D,119,Local,Pyuthan,Belbas,7,Madi Khola,Belbas-7,Gothibang-6,28.12820387493,82.734303474426,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2003/2004,,,,,,Narayan Prasad Dangi,13/09/2017
55 5 019 18 06 01,Kagpati,D,93,Local,Pyuthan,Barjibang,7,Madi Khola,Barjibang-7,Gothibang-2,28.113598737117,82.746121287346,GPS,GoN,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Padma Kumari Pardhye,,9847867993,,,Narayan Prasad Dangi,13/09/2017
55 5 016 18 06 02,Ghursung,D,91,Main,Pyuthan,Darwakawadi,9,Madi Khola,Darwakawadi-9,Gothibang,28.109400239553,82.770888805389,GPS,GoN,,Emergency Rehabilitation,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Kumar Sing Pun,,9810828651,,,Narayan Prasad Dangi,13/09/2017
55 5 016 18 06 03,Lamachour,D,121,Local,Pyuthan,Darwakawadi,8,Madi khola,Darwakawadi-8,Nayagaun-9,28.102813535083,82.780550122261,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2014/2015,Aasha Sunawar,,,,,Narayan Prasad Dangi,13/09/2017
55 5 015 18 06 04,Darimchour,D,172,Local,Pyuthan,Nayagaun,3,Madi Khola,Darwakawadi,Nayagaun-3,28.068328473811,82.801020741463,GPS,Other,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Topila Mijar,,9868618760,,,Narayan Prasad Dangi,13/09/2017
55 5 014 18 06 01,Dhikaban,D,104,Local,Pyuthan,Udayapurkot,3,Arong Khola,Udayapurkot-3,Markabang-9,28.0390833414,82.731894850731,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2012/2013,Lal Bahadur Mahara,,9806297823,,,Narayan Prasad Dangi,13/09/2017
55 5 014 18 06 02,Garaula,D,113,Local,Pyuthan,Udayapurkot,,Arang Khola,Udayapurkot,Markabang-9,28.044686019694,82.720283567905,GPS,DDC,SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2008/2009,Narayan KC,,,,,Narayan Prasad Dangi,13/09/2017
55 5 010 18 06 01,Kalleri Ghat,D,72,Local,Pyuthan,Markawang,7,Masuri Khola,Loharpani-3,Markawang-7,28.017256773908,82.695811123631,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Narayan Prasad Dangi,13/09/2017
55 5 008 18 06 04,Thakleni,D,95,Local,Pyuthan,Dhuwang,4,Madi Khola,Dhuwang-4,Tiram-4,28.007091985339,82.808890342712,GPS,GoN,CARE,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2010/2011,,,,,,Narayan Prasad Dangi,13/09/2017
55 5 012 18 06 02,Chiuri Ghat,D,85,Local,Pyuthan,Ramdi,7,Madi Khola,Ramdi-7,Tiram-4,28.016209551151,82.796187400818,GPS,DDC,SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2002/2003,,,,,,Narayan Prasad Dangi,13/09/2017
55 5 008 18 06 05,Dhuwang,N,247,Local,Pyuthan,Dhuwang,2,Jhimrukh khola,Raspurkot-1,Dhuwang-2,28.040586731358,82.852825048176,GPS,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Magendra sapkota,,9822897447,,,kdc,2017/09/14
55 5 007 18 06 01,Goljadabar ghat(Damai ka padhera),D,125,Main,Pyuthan,Rasapukot,1,Jhimrukh khola,Raspurkot-1,Dhuwang-3,28.037588377672922,82.86716944116984,GPS,GoN,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2000/2001,,,,,,kdc,2017/09/14
55 5 007 18 06 02,Bangeraha,D,77,Local,Pyuthan,Rasapukot,3,Jhimrukh khola,Raspurkot-3,Dhuwang-4,28.03592107998076,82.88475397296997,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2017/2018,Pabitra BK/ Erawati Ga.Pa.-5,,This bridge is replaced.,,,HRT,2018/07/29
55 5 007 18 06 03,Ghuiwang jhiwang,N,155,Local,Pyuthan,Rasapukot,4,Jhimrukh khola,Raspurkot-4,Pakla-2,28.028408355779,82.900064113469,GPS,GoN,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Dil bahadur khadka,,9847930711,,,kdc,2017/09/14
55 5 004 18 06 04,Ranighat,D,94,Local,Pyuthan,Barola,9,Jhimrukh khola,Bijuli-5,Barola-9,28.01682880732451,82.93360239403,GPS,DDC,SDC,Major Maintenance,Yet No Action    ,No,Bridge Expert,Bridge Expert,1999/2000,Radha shrestha/9847489766,,9847489766,,,kdc,2017/09/14
55 5 005 18 06 03,Ladam ghat,D,110,Local,Pyuthan,Bijuli,6,Jhimrukh khola,Bijuli-6,Barola-7,28.009117476149,82.948172092438,GPS,DDC,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2004/2005,Juna rawat-9847930917,,3 pcs m12 bolt can be placed by BW.,,,kdc,2017/09/14
55 5 005 18 06 04,Ritha bot,D,77,Local,Pyuthan,Bijuli,7,chape khola,Asurkot-9 arghakhachi,Bijuli-7,27.999877569334,82.962379784367,GPS,DDC,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2000/2001,Umakala acharya-9844783934,,,,,kdc,2017/09/14
55 5 003 18 06 05,Chedaghat,LN,65,Local,Pyuthan,Dangwang,9,Jhimrukh khola,Dhanchur-8 Arghakhachi,Dangbang-9,27.93114731056956,83.01355361938431,GPS,,,Emergency Rehabilitation,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Om bahadur resmi,,New survey has been done for rehabitation (replacement),,,kdc,2017/09/14
55 5 008 18 06 06,Kudule,LN,76,Local,Pyuthan,Dhuwang,7,Madi khola,Dhuwang-7,Dhungadi-5,27.988982437353,82.831678390503,GPS,,,Emergency Rehabilitation,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Yama budha magar,,This bridge ig going to replaced by LSTB at 500m up stream side.,,,kdc,2017/09/14
55 5 001 18 06 04,Rapti,D,224,Main,Pyuthan,Bangesal,2,Jhimrukh khola,Jaluke Arghakhachi,Bangesal-2,27.903763618538918,82.85367250442539,GPS,GoN,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2006/2007,Bhuma kumal,,,,,kdc,2017/09/14
55 5 012 18 06 03,Chakchake,LD,111,Main,Pyuthan,Ramdi,,Madikhola,Nayagaun,Ramdi,28.049404668716,82.786225676537,GPS,Other,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,,,,Narayan Prasad Dangi,13/09/2017
55 5 011 18 06 06,Baghe Khola,LN,40,Main,Pyuthan,Tiram,,Baghe Khola,Tiram,Tiram,28.006029495232,82.80685454607,GPS,Other,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,,,,Narayan Prasad Dangi,13/09/2017
40 5 019 18 06 04,Keshavtar Kolpata Bridge,D,42.50,Local,Tanahu,Keshavtar,9,Khudi Khola,Keshavtar,Keshavtar,27.92873486644121,84.36826229095482,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Kamala Bayalkoti
Bandipur RM-3",,,,,Rajendra Gautam,15-Sept-2017
52 5 042 18 06 08,OKhale,D,79.00,Local,Rukum,Syalakhadhi,2,okhale Khola,Syalakhati-2,Syalakhati-2,28.771045869586,82.558339876123,GoogleEarth,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2015/2016,,,,,,,
40 5 012 18 06 02,Bimalnagar Bajare Ghat,D,85.00,Local,Tanahu,Bandipur,6,Chundi River,Bhanu,Bandipur,27.95409364388064,84.41979825496708,GPS,VDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Buddhilal B K
Bandipur RM-4",,,,,Rajendra Gautam,15-Sept-2017
40 5 012 18 06 03,Yampa Haleti Aapchour,D,87.22,Local,Tanahu,Bandipur,5,Marsyangdi,Palungtar Na Pa -3,Bandipur Na Pa -5,27.950298025621887,84.44945275783584,GPS,GoN,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Tek Bahadur Gurung
Palungtar Na Pa -7",,,,,Rajendra Gautam,15-Sept-2017
40 5 009 18 06 02,Phaundi Khola Trail Bridge,D,83,Local,Tanahu,Purkot,7,Phaundi Khola,Purkot,Bhanu,28.038032214889483,84.46018159389519,GPS,GoN,SWAp,No action required,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2016/2017,"Cheej Kumar Shrestha
Bhanu Na Pa -3",,,,,Rajendra Gautam,15-Sept-2017
40 5 031 18 06 02,Kyamin Baramure,N,70,Local,Tanahu,Kyamin,6,Rishti Khola,Kyamin-6,Suryapal-9,28.091160418418703,84.2704233527179,GPS,DDC,SWAp,No action required,Yet No Action    ,No,,,2016/2017,"Prakash Pahari
Byas Na Pa-8",,,,,Rajendra Gautam,15-Sept-2017
40 5 008 18 06 04,Turture Trail Bridge,D,126.5,Main,,Bhanu,,Marsyangdi,Palungtar Na Pa ,Bhanu Na Pa,28.037324355889,84.462075233459,GPS,DDC,SWAp,No action required,Yet No Action    ,No,,,2015/2016,,,MM complete by Tanahun DDC/DTO in FY 2015/2016,,,Rajendra Gautam,15-Sept-2017
40 5 011 18 06 03,Ekle Phant Trail Bridge,N,206.60,Main,Tanahu,Anbukhaireni,,Marsyangdi,Dhuwakot,Anbukhaireni,27.92944106882366,84.48271214962006,GoogleEarth,GoN,,Major Maintenance,Yet No Action    ,No,,,2016/2017,,,Bridge Damaged by Flood in FY 2020-2021,,,Rajendra Gautam,28-June-2022
40 5 011 18 06 04,Yangkot Trail Bridge,N,141,Main,Tanahu,Anbukhaireni,,Marsyangdi,Dhuwakot,Anbukhaireni,27.941448172790242,84.46794658899307,GoogleEarth,GoN,,No action required,Yet No Action    ,No,,,2015/2016,,,MM Completed by DDC/DTO Tanahun in FY 20152016,,,Rajendra Gautam,15-Sept-2017
40 5 009 18 06 03,Purkot Benighat Suspended Bridge,D,213.50,Local,Tanahu,Purkot,,Marsyangdi,Palungtar Na Pa,Purkot,28.057012462472,84.477288722992,GoogleEarth,GoN,Other,No action required,Yet No Action    ,No,,,2014/2015,,,Bridge completed by SBD in 2071 B.S.,,,Rajendra Gautam,15-Sept-2017
69 5 029 18 06 02,Odarkhet2,D,113,Local,Achham,Birpath,,Janali gad,Janali bandali,Birpath,29.095148954141,81.303382515907,GoogleEarth,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2013/2014,,,,,,Tekendra Kunwar,18/09/017
41 5 043 18 06 01,Khola Basi ghat,D,105,Local,Syangja,Saankhar,4,Maidi khola,Saankhar-4,Gagarkot-2,27.87970572427986,83.94053131344711,GoogleEarth,SWAp,SWAp,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2016/2017,Bishnu Maya Rana,,,,,Raj Kumar Shrestha,2017.08.31
41 5 002 18 06 10,Pieuri Khola jho pu,D,93,,Syangja,Taksar,1,Piuri khola,Taksar 1,Taksar-4,28.122240468867638,83.97410720589482,GoogleEarth,DDC,SWAp,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2016/2017,Kamala Pariyar,,,,,Raj Kumar Shrestha,2017.08.31
74 5 062 18 06 05,Nanara,ST,24,Local,Baitadi,Kotpetara,1,ganni gad,Kotpetra1,Kotpetra2,29.677715769048,80.743267536163,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,KAlu singh rana ,,,,,,
74 3 001 18 06 08,Kappinna Re.,D,117,Local,Baitadi,Dasharath Chanda Municipality,,Chameliya,"Lali,Darchula",Dasharath Chanda Municipality,29.619929356846,80.435875654221,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2004/2005,"Deb datta bhatta
",,,,,,
75 5 024 18 06 03,Chamri ghat Steel Truss,ST,24,Local,Darchula,Khandeshwari,2,Ghatte Khola,Khandeshwari-2,Khandeshwari-2,29.799389737525,80.948714017868,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,,,,,,,,,HRT,18/09/017
75 5 023 18 06 02,Gola Truss,ST,20,Local,Darchula,Ghunsa,1,gola gad,Ghunsa 1,Ghunsa 2,29.857181092521,80.898245634025,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,,,2014/2015,,,,,,HRT,18/09/017
75 5 023 18 06 03,Khayakot Steel Truss,ST,32,Local,Darchula,Ghunsa,1,Chamaliya,Ghunsa 1,Ghunsa 1,29.857013606225,80.899881781525,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,,,2013/2014,,,,,,HRT,18/09/017
75 5 025 18 06 05,Rasaigad Steel Truss,ST,29,Local,Darchula,Guljar,9,Nau gad,Guljar-9,Guljar-8,29.727145304083,80.838665694687,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,,,2013/2014,,,,,,HRT,20/9/2017
75 5 011 18 06 06,Sela,D,72.5,Local,Darchula,Kati (Kante),8,Selakhola,Kati (Kante)-8,Kati (Kante)-3,29.815402556586,80.594925314876,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,,,2012/2013,,,,,,HRT,20/9/2017
69 5 013 18 06 03,Bherasain,D,72,Local,Achham,Khaptad,9,Tala gad,"Kada, Bajura",Khaptad,29.367873585682,81.198084373023,GoogleEarth,DDC,SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2013/2014,,,,,,HRT,20/9/2017
67 5 024 18 06 03,Lamtada,D,70,Local,Bajhang,Majhigaun,3,Bhangadi Gad,Majhigaun-3,Kalukheti-4,29.434236610316,81.155590116978,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,,,2013/2014,,,,,,Yam Raj Khatri,20/9/2017
67 5 028 18 06 02,Samaiji,D,53,Local,Bajhang,Gadaraya,3,Sanigad,Gadaraya,Gadaraya,29.434344065815,81.212184727192,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2013/2014,,,,,,HRT,20/9/2017
67 5 033 18 06 04,Bhaisedi,D,52.55,Local,Bajhang,Deulikot,9,Bhaisedi Gad,Deulikot,Syadi,29.562674385233,80.801820158958,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,,,,HRT,20/9/2017
67 5 029 18 06 02,Masansera,D,50,Local,Bajhang,Kaphalseri,7,Karali Gad,Kaphalseri,Kaphalseri,29.654959481915,80.7977861166,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2011/2012,,,,,,HRT,20/9/2017
67 5 020 18 06 06,Kaleghat,D,75,Local,Bajhang,Byasi,2,Bhyagutte Khola,Byasi,Byasi,29.528978095558,81.079959899876,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,,,,HRT,20/9/2017
67 5 024 18 06 04,Tikhedhunga,D,72,Local,Bajhang,Majhigaun,4,Dhauligad,Majhigaun,Kalukheti-5,29.443542769292,81.161909401417,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2011/2012,,,,,,HRT,20/9/2017
67 5 004 18 06 05,Kakad Kot,D,58.5,Local,Bajhang,Kanda,1,,Kanda,Kanda-4,29.72580305481,81.353593468666,GoogleEarth,DDC,RAIDP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2009/2010,,,,,,HRT,20/9/2017
67 5 018 18 06 03,Khori Gad,D,51.9,Local,Bajhang,Lekgaun,3,Khori Gad,Lekgaun,Lekgaun,29.585276580586,81.021144390106,GoogleEarth,DDC,SDC,Bridge Inspection Pending,Yet No Action    ,,,,,,,,,,HRT,20/9/2017
67 5 024 18 06 05,Goal Ghat Bridge,D,59.5,Local,Bajhang,Majhigaun,3,Ghat Khola,Majhigaun,Majhigaun,29.437268680498,81.154651343822,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,1999/2000,,,,,,HRT,20/9/2017
55 5 039 18 06 08,Kimber,LN,38,Local,Pyuthan,Sayueliwang,3,Syaulibang,Syaulibang-3,Syaulibang-1,28.295236457257925,82.94948101043747,GPS,DDC,,Emergency Rehabilitation,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,1999/2000,Sante Nepali,,,,,MKC,22 Sept 2017
55 5 042 18 06 09,Mul ghat (Ghusikot),D,117.70,Local,Pyuthan,Khawang,4,Lung Khola,Khabang-4,Khabang-4,28.227735726961928,82.92241215705883,GPS,DDC,SWAp,Protection,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2004/2005,Loki Giri,,,,,MKC,22 Sept 2017
55 5 039 18 06 09,Naubahini,D,39,Local,Pyuthan,Sayueliwang,1,Naubahini Khola,Syaulibang1,Syuaulibang1,28.318695296790963,82.94208347797382,GPS,Other,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,,,,MKC,22 Sept 2017
55 5 039 18 06 10,Kharkhola,D,65,Local,Pyuthan,Sayueliwang,5,Kharkhola Khola,Syalibang,Syaulibang,28.30689846996906,82.95297373377252,GPS,DDC,SWAp,No action required,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2013/2014,,,,,,MKC,22 Sept 2017
55 5 041 18 06 09,Upplloadheri,LD,41,Local,Pyuthan,Arkha,7,Adheri,Arkha -7,Arkha- 7,28.253510685035714,83.05065929889713,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,,,,Yamraj Khatri,2017/09/22
55 5 039 18 06 11,Sarimadovan,D,81,Local,Pyuthan,Sayueliwang,1,Syaulibang khola,Syalibang 3,Syaulibang 1,28.289739442489918,82.9441702975696,GPS,DDC,SWAp,No action required,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2008/2009,Kamali Sunar,,,,,MKC,22 Sept 2017
55 5 047 18 06 02,Sayemuri,LN,50,Local,Pyuthan,Okharkot,1,Gartang khola ,Okharkot-9,Okharkot-1,28.131480728980442,82.97224223613716,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,,,,Yamraj Khatri,2017/09/22
55 5 040 18 06 03,Bangey,LD,29,Local,Pyuthan,Rajwara,3,Bhangeri Khola ,Rajwara -3,Rajwara-3,28.2563009444149,83.01838427782013,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,,,,Yamraj Khatri,2017/09/22
55 5 042 18 06 10,Mulghat (Uppalo),LN,56,Main,Pyuthan,Khawang,4,Syaulibang khola,Khabang-4,Khabang-4,28.232348644862444,82.92351722717285,GPS,DDC,Other,Obsolete,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,,Duge Bdr. Thapa,,SSTB Dtype bridge is near about 25 minute and Survey for RCC Bridge in this side.,,,MKC,22 Sept 2017
55 5 040 18 06 04,Dangbang,LD,16,Local,Pyuthan,Rajwara,5,Khara khola ,Rajwara -5,Rajwara-9,28.28120449451198,83.01047712564491,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,Dangbang Flood new bridge constructed. 16m ST,,,Yamraj Khatri,2017/09/22
55 5 036 18 06 06,Lakhachour,LD,32.20,Main,Pyuthan,Lung,6,Syaulibnag Khola,lung 6,Lung 6,28.20367086046921,82.90869021966478,GPS,DDC,,Obsolete,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,,Putali Pun,,Near in this side there were constructed RCC Bridge ,,,MKC,22 Sept 2017
55 5 036 18 06 07,Chuchedhunga,LD,65.50,Main,Pyuthan,Lung,6,Lung Khola,Lung 6,Lung 6,28.196038583604697,82.90226340293839,GPS,DDC,,Obsolete,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,,,,RCC bridge is already made.,,,MKC,22 Sept 2017
55 5 040 18 06 05,Tammu Khola ,LD,30,Local,Pyuthan,Rajwara,5,Kharakhola ,Rajwara -5,Rajwara-9,28.278391266156444,83.02286088466622,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,Flood Affected Bridge,,,Yamraj Khatri,2017/09/22
36 5 024 18 06 03,Chepe Nadi Bridge,D,105,Local,Gorkha,Thalajung,5,Chepe Nadi,Thalajung,Kolki (Lamjung),28.127956293365703,84.56517130136478,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Tirtha Bahadur Gurung
Kolki-8 Lamjung",,"
",,,Rajendra Gautam,22-Sept-2017
36 5 046 18 06 11,Chhanja Kale Bridge,D,38,Local,Gorkha,Keroja,2,Chhanja Kale,Kerauja,Kerauja,28.234385638377486,84.90071833133732,GPS,GoN,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Suka Bahadur Gurung
Kerauja-1",,,,,Rajendra Gautam,22-Sept-2017
55 5 040 18 06 06,Kuteraghat,LD,20,Local,Pyuthan,Rajwara,8,Kharakhola ,Rajwara -8,Rajwara-8,28.274708682820396,83.03108721971546,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,,,,Yamraj Khatri,2017/09/22
36 5 060 18 06 04,Aaprik Pakhure Bridge,D,105,,Gorkha,Aaruaarbad,6,Aaprik Pakhure Khola,Aruarbang,Aruarbang,28.10895546046152,84.78993773460434,GPS,DDC,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Netra Gurung
Aruarbang-7",,,,,Rajendra Gautam,22-Sept-2017
36 5 040 18 06 04,Phurbagyapsa Bridge,D,62,Main,Gorkha,Lho,6,Phurbagyapsa Khola,Lho,Lho,28.575359278643,84.691452383995,GPS,GoN,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Chhewang Lama
ChumnubriRM-2 9746053299",,,,,Rajendra Gautam,22-Sept-2017
36 5 043 18 06 07,Sirdibas Ghatte Khola,D,66.50,Main,Gorkha,Sirdibas,2,Ghattee Khola,Sirdibas,Sirdibas,28.38608643969429,84.88922238349926,GPS,DDC,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Aasman Gurung
Sirdibas-2 9741426863",,,,,Rajendra Gautam,22-Sept-2017
55 5 040 18 06 07,Jhalkibang,LD,24,Local,Pyuthan,Rajwara,5,Khara khola ,Rajwara-5,Rajwara-9,28.278470304331353,83.01599296275492,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,Flood Affected Bridge,,,Yamraj Khatri,2017/09/22
55 5 041 18 06 10,Harja Khola ,LD,18,Local,Pyuthan,Arkha,6,Harja Khola ,Arkha-6,Arkha -6,28.264729699718437,83.06772546340653,GoogleEarth,Other,Other,Emergency Rehabilitation,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,,,,Yamraj Khatri,2017/09/22
36 5 036 18 06 01,Huilingtar Bridge,D,83.50,Local,Gorkha,Muchchok,8,Trishuli Nadi,Jogimara-2 Dhading,Bhumlichowk-8 Gorkha,27.82182241471543,84.66775238513924,GPS,GoN,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Bishnu Bahadur Chepang
Gandaki RM-6 9812296339",,,,,Rajendra Gautam,22-Sept-2017
36 5 043 18 06 08,Nyak Phedi Pewa Bridge,D,48,Main,Gorkha,Sirdibas,6,Bhdhi Gandaki,Bihi-9,Sirdibas-6,28.4495764100903,84.89762784977393,GPS,GoN,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Surya Bahadur Gurung
Sirdibas-6  9746087326",,,,,Rajendra Gautam,22-Sept-2017
36 5 015 18 06 03,Bhuwanitar Bridge,D,107,Local,Gorkha,Manakamana,8,Marsyangdi,Manakamana-8,Aanbukhaireni-8 Tanahun,27.869973580011,84.547101259232,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Krishna Bahadur Gurung
Sahid Lakhan RM-3 9846854604",,,,,Rajendra Gautam,22-Sept-2017
55 5 041 18 06 11,Uppllo Chheyaulafale,LD,37,Local,Pyuthan,Arkha,6,Harja Khola ,Arkha-8,Arkha -6,28.2634617246347,83.06642532348667,GoogleEarth,Other,Other,Obsolete,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,15 minute Downstream Chheyulafale bridge.,,,Yamraj Khatri,2017/09/22
36 5 041 18 06 03,Tala Budhigandaki,D,68,Local,Gorkha,Prok,9,Budhigandaki,Prok-9,Prok-9,28.54693886052231,84.76646304130588,GPS,GoN,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Nurbu Wongel Lama
ChumnubriRM-4 994640011",,,,,Rajendra Gautam,22-Sept-2017
55 5 031 18 06 01,Daha Khola ,LD,20.60,Local,Pyuthan,Torwang,1,Daha Khola ,Maranthana -2,Torbang-1,28.123390912527,82.914161682129,GoogleEarth,Other,Other,Obsolete,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,Himu Giri,,20 m Upstream Join the Road network.,,,Yamraj Khatri,2017/09/22
55 5 041 18 06 12,Masanghat,LD,52.20,Local,Pyuthan,Arkha,3,Ghatte Khola ,Arkha-3,Arkha -3,28.26909362021371,83.05763840675354,GoogleEarth,Other,Other,Obsolete,Work In Progress    ,No,Bridge Expert,Bridge Expert,1999/2000,,,This bridge upstream 10 minute Marfes ghat Bridge new contruction. ,,,Yamraj Khatri,2017/09/22
36 5 051 18 06 07,Dungla Bridge,D,42,,Gorkha,Uhiya,9,Gonggong Khola,Uhiya -8,Uniya-9,28.2970998459206,84.88239347934757,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Kasiram Ghale
Uhiya-9 9846825801",,,,,Rajendra Gautam,22-Sept-2017
36 5 061 18 06 03,Dhodeni Bridge ,N,60,Local,Gorkha,Sairpani,1,Daraundi Nadi,Saurpani-1,Simjung-8,28.141854670009,84.695987999439,GPS,GoN,,No action required,Yet No Action    ,,,,2016/2017,,,MM Completed on FY 2016/2017,,,Rajendra Gautam,22-Sept-2017
